what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327312199579
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327312404123
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327312462743
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327312462868
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327312464334
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327312467875
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327321633846
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327321637986
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1327321653999
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327321681492
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327321723315
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327321760631
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327321846385
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327321863908
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327321865350
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327321868283
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327321869731
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1327321869737
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1327321881928
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1327321884851
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1327321885243
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327321886281
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1327321893568
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1327321893615
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327321915369
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327321925474
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1327321927506
started,bundle,org.eclipse.pde.core,3.7.1.v20110822-2108,"org.eclipse.pde.core",1327321931115
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327321934098
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327321935564
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327321945001
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327321945184
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1327321945248
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327321957541
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327321957621
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1327321964503
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327321965551
