what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1327249763621
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1327249763969
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1327249764351
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1327249764643
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1327249764881
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1327249765086
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1327249765316
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1327249766984
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1327249768947
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327249781705
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327249824924
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327249829925
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327249833849
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327249843299
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327249855577
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327256354638
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327256356847
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327256358003
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327256466392
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327256475571
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327256478136
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327256485827
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327256494551
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327256561218
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1327256562537
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1327256567948
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327256574839
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327256584456
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327256610060
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327256636030
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327256659752
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327256672617
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327256710660
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327256716841
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327256760051
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327256763070
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327256771234
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327256780156
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327256784978
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327256812975
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327256819416
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327256824602
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327256838893
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1327256841129
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327256844066
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327256845615
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327256848995
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327256857132
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1327256864338
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327256870380
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327256880485
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1327256887517
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1327256923703
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327256964281
